i,explanation,fractional positions,,
ICD9CM:794.16,,2,,
ICD9CM:794.17,,2,,
ICD9CM:794.19,,2,,
ICD9CM:794.2,,1,,
ICD9CM:794.3,,1,,
ICD9CM:794.30,,2,,
ICD9CM:794.31,,2,,
ICD9CM:794.39,,2,,
ICD9CM:794.4,,1,,
ICD9CM:794.5,,1,,
ICD9CM:794.6,,1,,
ICD9CM:794.7,,1,,
ICD9CM:794.8,,1,,
ICD9CM:795,no fractional part,,,
ICD9CM:795.0,,1,,
ICD9CM:795.00,,2,,
ICD9CM:795.01,,2,,
ICD9CM:795.02,,2,,
ICD9CM:795.03,,2,,
ICD9CM:795.04,,2,,
ICD9CM:795.05,,2,,
ICD9CM:795.06,,2,,
ICD9CM:795.07,,2,,
ICD9CM:795.08,,2,,
ICD9CM:795.09,,2,,
ICD9CM:795.1,,1,,
ICD9CM:795.10,,2,,
ICD9CM:795.11,,2,,
ICD9CM:795.12,,2,,
ICD9CM:795.13,,2,,
ICD9CM:795.14,,2,,
ICD9CM:795.15,,2,,
ICD9CM:795.16,,2,,
ICD9CM:795.18,,2,,
ICD9CM:795.19,,2,,
ICD9CM:795.2,,1,,
ICD9CM:795.3,,1,,
ICD9CM:795.31,,2,,
ICD9CM:795.39,,2,,
ICD9CM:795.4,,1,,
ICD9CM:795.5,,1,,
ICD9CM:795.51,,2,,
ICD9CM:795.52,,2,,
ICD9CM:795.6,,1,,
ICD9CM:795.7,,1,,
ICD9CM:795.71,,2,,
ICD9CM:795.8,,1,,
ICD9CM:795.81,,2,,
ICD9CM:795.82,,2,,
ICD9CM:795.89,,2,,
ICD9CM:796,no fractional part,,,
ICD9CM:796.0,,1,,
ICD9CM:796.1,,1,,
ICD9CM:796.2,,1,,
ICD9CM:796.6,,1,,
ICD9CM:796.7,,1,,
ICD9CM:796.70,,2,,
ICD9CM:796.71,,2,,
ICD9CM:796.72,,2,,
ICD9CM:796.73,,2,,
ICD9CM:796.74,,2,,
ICD9CM:796.75,,2,,
ICD9CM:796.76,,2,,
ICD9CM:796.77,,2,,
ICD9CM:796.78,,2,,
ICD9CM:796.79,,2,,
ICD9CM:797,no fractional part,,,
ICD9CM:797-799.99,range,,,
ICD9CM:798,no fractional part,,,
ICD9CM:798.1,,1,,
ICD9CM:798.2,,1,,
ICD9CM:798.9,,1,,
ICD9CM:799,no fractional part,,,
ICD9CM:799.0,,1,,
ICD9CM:799.01,,2,,
ICD9CM:799.2,,1,,
ICD9CM:799.21,,2,,
ICD9CM:799.22,,2,,
ICD9CM:799.23,,2,,
ICD9CM:799.24,,2,,
ICD9CM:799.25,,2,,
ICD9CM:799.29,,2,,
ICD9CM:799.3,,1,,
ICD9CM:799.4,,1,,
ICD9CM:799.5,,1,,
ICD9CM:799.51,,2,,
ICD9CM:799.52,,2,,
ICD9CM:799.53,,2,,
ICD9CM:799.54,,2,,
ICD9CM:799.55,,2,,
ICD9CM:799.59,,2,,
ICD9CM:799.8,,1,,
ICD9CM:799.81,,2,,
ICD9CM:799.82,,2,,
ICD9CM:80,no fractional part,,,
ICD9CM:80.0,,1,,
ICD9CM:80.00,,2,,
ICD9CM:80.01,,2,,
ICD9CM:80.02,,2,,
ICD9CM:80.03,,2,,
ICD9CM:80.04,,2,,
ICD9CM:80.05,,2,,
ICD9CM:80.06,,2,,
ICD9CM:80.07,,2,,
ICD9CM:80.08,,2,,
ICD9CM:80.09,,2,,
ICD9CM:80.1,,1,,
ICD9CM:80.10,,2,,
ICD9CM:80.11,,2,,
ICD9CM:80.12,,2,,
ICD9CM:80.13,,2,,
ICD9CM:80.14,,2,,
ICD9CM:80.15,,2,,
ICD9CM:80.16,,2,,
ICD9CM:80.17,,2,,
ICD9CM:80.18,,2,,
ICD9CM:80.19,,2,,
ICD9CM:80.2,,1,,
ICD9CM:80.20,,2,,
ICD9CM:80.21,,2,,
ICD9CM:80.22,,2,,
ICD9CM:80.23,,2,,
ICD9CM:80.24,,2,,
ICD9CM:80.25,,2,,
ICD9CM:80.26,,2,,
ICD9CM:80.27,,2,,
ICD9CM:80.28,,2,,
ICD9CM:80.29,,2,,
ICD9CM:80.3,,1,,
ICD9CM:80.30,,2,,
ICD9CM:80.31,,2,,
ICD9CM:80.32,,2,,
ICD9CM:80.33,,2,,
ICD9CM:80.34,,2,,
ICD9CM:80.35,,2,,
ICD9CM:80.36,,2,,
ICD9CM:80.37,,2,,
ICD9CM:80.38,,2,,
ICD9CM:80.39,,2,,
ICD9CM:80.4,,1,,
ICD9CM:80.40,,2,,
ICD9CM:80.41,,2,,
ICD9CM:80.42,,2,,
ICD9CM:80.43,,2,,
ICD9CM:80.44,,2,,
ICD9CM:80.45,,2,,
ICD9CM:80.46,,2,,
ICD9CM:80.47,,2,,
ICD9CM:80.48,,2,,
ICD9CM:80.49,,2,,
ICD9CM:80.5,,1,,
ICD9CM:80.50,,2,,
ICD9CM:80.51,,2,,
ICD9CM:80.52,,2,,
ICD9CM:80.53,,2,,
ICD9CM:80.54,,2,,
ICD9CM:80.59,,2,,
ICD9CM:80.6,,1,,
ICD9CM:80.7,,1,,
ICD9CM:80.70,,2,,
ICD9CM:80.71,,2,,
ICD9CM:80.72,,2,,
ICD9CM:80.73,,2,,
ICD9CM:80.74,,2,,
ICD9CM:80.75,,2,,
ICD9CM:80.76,,2,,
ICD9CM:80.77,,2,,
ICD9CM:80.78,,2,,
ICD9CM:80.79,,2,,
ICD9CM:80.8,,1,,
ICD9CM:80.80,,2,,
ICD9CM:80.81,,2,,
ICD9CM:80.82,,2,,
ICD9CM:80.83,,2,,
ICD9CM:80.84,,2,,
ICD9CM:80.85,,2,,
ICD9CM:80.86,,2,,
ICD9CM:80.87,,2,,
ICD9CM:80.88,,2,,
ICD9CM:80.89,,2,,
ICD9CM:80.9,,1,,
ICD9CM:80.90,,2,,
ICD9CM:80.91,,2,,
ICD9CM:80.92,,2,,
ICD9CM:80.93,,2,,
ICD9CM:80.94,,2,,
ICD9CM:80.95,,2,,
ICD9CM:80.96,,2,,
ICD9CM:80.97,,2,,
ICD9CM:80.98,,2,,
ICD9CM:80.99,,2,,
ICD9CM:800-999.99,range,,,
ICD9CM:81,no fractional part,,,
ICD9CM:81.0,,1,,
ICD9CM:81.00,,2,,
ICD9CM:81.01,,2,,
ICD9CM:81.02,,2,,
ICD9CM:81.03,,2,,
ICD9CM:81.04,,2,,
ICD9CM:81.05,,2,,
ICD9CM:81.06,,2,,
ICD9CM:81.07,,2,,
ICD9CM:81.08,,2,,
ICD9CM:81.1,,1,,
ICD9CM:81.11,,2,,
ICD9CM:81.12,,2,,
ICD9CM:81.13,,2,,
ICD9CM:81.14,,2,,
ICD9CM:81.15,,2,,
ICD9CM:81.16,,2,,
ICD9CM:81.17,,2,,
ICD9CM:81.18,,2,,
ICD9CM:81.2,,1,,
ICD9CM:81.20,,2,,
ICD9CM:81.21,,2,,
ICD9CM:81.22,,2,,
ICD9CM:81.23,,2,,
ICD9CM:81.24,,2,,
ICD9CM:81.25,,2,,
ICD9CM:81.26,,2,,
ICD9CM:81.27,,2,,
ICD9CM:81.28,,2,,
ICD9CM:81.29,,2,,
ICD9CM:81.3,,1,,
ICD9CM:81.30,,2,,
ICD9CM:81.31,,2,,
ICD9CM:81.32,,2,,
ICD9CM:81.33,,2,,
ICD9CM:81.34,,2,,
ICD9CM:81.35,,2,,
ICD9CM:81.36,,2,,
ICD9CM:81.37,,2,,
ICD9CM:81.38,,2,,
ICD9CM:81.39,,2,,
ICD9CM:81.4,,1,,
ICD9CM:81.40,,2,,
ICD9CM:81.42,,2,,
ICD9CM:81.43,,2,,
ICD9CM:81.44,,2,,
ICD9CM:81.45,,2,,
ICD9CM:81.46,,2,,
ICD9CM:81.47,,2,,
ICD9CM:81.49,,2,,
ICD9CM:81.5,,1,,
ICD9CM:81.51,,2,,
ICD9CM:81.52,,2,,
ICD9CM:81.53,,2,,
ICD9CM:81.54,,2,,
ICD9CM:81.55,,2,,
ICD9CM:81.56,,2,,
ICD9CM:81.57,,2,,
ICD9CM:81.59,,2,,
ICD9CM:81.6,,1,,
ICD9CM:81.62,,2,,
ICD9CM:81.63,,2,,
ICD9CM:81.64,,2,,
ICD9CM:81.65,,2,,
ICD9CM:81.66,,2,,
ICD9CM:81.7,,1,,
ICD9CM:81.71,,2,,
ICD9CM:81.72,,2,,
ICD9CM:81.73,,2,,
ICD9CM:81.74,,2,,
ICD9CM:81.75,,2,,
ICD9CM:81.79,,2,,
ICD9CM:81.8,,1,,
ICD9CM:81.80,,2,,
ICD9CM:81.81,,2,,
ICD9CM:81.82,,2,,
ICD9CM:81.83,,2,,
ICD9CM:81.84,,2,,
ICD9CM:81.85,,2,,
ICD9CM:81.88,,2,,
ICD9CM:81.9,,1,,
ICD9CM:81.91,,2,,
ICD9CM:81.92,,2,,
ICD9CM:81.93,,2,,
ICD9CM:81.94,,2,,
ICD9CM:81.95,,2,,
ICD9CM:81.96,,2,,
ICD9CM:81.97,,2,,
ICD9CM:81.98,,2,,
ICD9CM:81.99,,2,,
ICD9CM:82,no fractional part,,,
ICD9CM:82.0,,1,,
ICD9CM:82.01,,2,,
ICD9CM:82.02,,2,,
ICD9CM:82.03,,2,,
ICD9CM:82.04,,2,,
ICD9CM:82.09,,2,,
ICD9CM:82.1,,1,,
ICD9CM:82.11,,2,,
ICD9CM:82.12,,2,,
ICD9CM:82.19,,2,,
ICD9CM:82.2,,1,,
ICD9CM:82.21,,2,,
ICD9CM:82.22,,2,,
ICD9CM:82.29,,2,,
ICD9CM:82.3,,1,,
ICD9CM:82.31,,2,,
ICD9CM:82.32,,2,,
ICD9CM:82.33,,2,,
ICD9CM:82.34,,2,,
ICD9CM:82.35,,2,,
ICD9CM:82.36,,2,,
ICD9CM:82.39,,2,,
ICD9CM:82.4,,1,,
ICD9CM:82.41,,2,,
ICD9CM:82.42,,2,,
ICD9CM:82.43,,2,,
ICD9CM:82.44,,2,,
ICD9CM:82.45,,2,,
ICD9CM:82.46,,2,,
ICD9CM:82.5,,1,,
ICD9CM:82.51,,2,,
ICD9CM:82.52,,2,,
ICD9CM:82.53,,2,,
ICD9CM:82.54,,2,,
ICD9CM:82.55,,2,,
ICD9CM:82.56,,2,,
ICD9CM:82.57,,2,,
ICD9CM:82.58,,2,,
ICD9CM:82.59,,2,,
ICD9CM:82.6,,1,,
ICD9CM:82.61,,2,,
ICD9CM:82.69,,2,,
ICD9CM:82.7,,1,,
ICD9CM:82.71,,2,,
ICD9CM:82.72,,2,,
ICD9CM:82.79,,2,,
ICD9CM:82.8,,1,,
ICD9CM:82.81,,2,,
ICD9CM:82.82,,2,,
ICD9CM:82.83,,2,,
ICD9CM:82.84,,2,,
ICD9CM:82.85,,2,,
ICD9CM:82.86,,2,,
ICD9CM:82.89,,2,,
ICD9CM:82.9,,1,,
ICD9CM:82.91,,2,,
ICD9CM:82.92,,2,,
ICD9CM:82.93,,2,,
ICD9CM:82.94,,2,,
ICD9CM:82.95,,2,,
ICD9CM:82.96,,2,,
ICD9CM:82.99,,2,,
ICD9CM:83,no fractional part,,,
ICD9CM:83.0,,1,,
ICD9CM:83.01,,2,,
ICD9CM:83.02,,2,,
ICD9CM:83.03,,2,,
ICD9CM:83.09,,2,,
ICD9CM:83.1,,1,,
ICD9CM:83.11,,2,,
ICD9CM:83.12,,2,,
ICD9CM:83.13,,2,,
ICD9CM:83.14,,2,,
ICD9CM:83.19,,2,,
ICD9CM:83.2,,1,,
ICD9CM:83.21,,2,,
ICD9CM:83.29,,2,,
ICD9CM:83.3,,1,,
ICD9CM:83.31,,2,,
ICD9CM:83.32,,2,,
ICD9CM:83.39,,2,,
ICD9CM:83.4,,1,,
ICD9CM:83.41,,2,,
ICD9CM:83.42,,2,,
ICD9CM:83.43,,2,,
ICD9CM:83.44,,2,,
ICD9CM:83.45,,2,,
ICD9CM:83.49,,2,,
ICD9CM:83.5,,1,,
ICD9CM:83.6,,1,,
ICD9CM:83.61,,2,,
ICD9CM:83.62,,2,,
ICD9CM:83.63,,2,,
ICD9CM:83.64,,2,,
ICD9CM:83.65,,2,,
ICD9CM:83.7,,1,,
ICD9CM:83.71,,2,,
ICD9CM:83.72,,2,,
ICD9CM:83.73,,2,,
ICD9CM:83.74,,2,,
ICD9CM:83.75,,2,,
ICD9CM:83.76,,2,,
ICD9CM:83.77,,2,,
ICD9CM:83.79,,2,,
ICD9CM:83.8,,1,,
ICD9CM:83.81,,2,,
ICD9CM:83.82,,2,,
ICD9CM:83.83,,2,,
ICD9CM:83.84,,2,,
ICD9CM:83.85,,2,,
ICD9CM:83.86,,2,,
ICD9CM:83.87,,2,,
ICD9CM:83.88,,2,,
ICD9CM:83.89,,2,,
ICD9CM:83.9,,1,,
ICD9CM:83.91,,2,,
ICD9CM:83.92,,2,,
ICD9CM:83.93,,2,,
ICD9CM:83.94,,2,,
ICD9CM:83.95,,2,,
ICD9CM:83.96,,2,,
ICD9CM:83.97,,2,,
ICD9CM:83.98,,2,,
ICD9CM:83.99,,2,,
ICD9CM:84,no fractional part,,,
ICD9CM:84.0,,1,,
ICD9CM:84.00,,2,,
ICD9CM:84.01,,2,,
ICD9CM:84.02,,2,,
ICD9CM:84.03,,2,,
ICD9CM:84.04,,2,,
ICD9CM:84.05,,2,,
ICD9CM:84.06,,2,,
ICD9CM:84.07,,2,,
ICD9CM:84.08,,2,,
ICD9CM:84.09,,2,,
ICD9CM:84.1,,1,,
ICD9CM:84.10,,2,,
ICD9CM:84.11,,2,,
ICD9CM:84.12,,2,,
ICD9CM:84.13,,2,,
ICD9CM:84.14,,2,,
ICD9CM:84.15,,2,,
ICD9CM:84.16,,2,,
ICD9CM:84.17,,2,,
ICD9CM:84.18,,2,,
ICD9CM:84.19,,2,,
ICD9CM:84.2,,1,,
ICD9CM:84.21,,2,,
ICD9CM:84.22,,2,,
ICD9CM:84.23,,2,,
ICD9CM:84.24,,2,,
ICD9CM:84.25,,2,,
ICD9CM:84.26,,2,,
ICD9CM:84.27,,2,,
ICD9CM:84.28,,2,,
ICD9CM:84.29,,2,,
ICD9CM:84.3,,1,,
ICD9CM:84.4,,1,,
ICD9CM:84.40,,2,,
ICD9CM:84.41,,2,,
ICD9CM:84.42,,2,,
ICD9CM:84.43,,2,,
ICD9CM:84.44,,2,,
ICD9CM:84.45,,2,,
ICD9CM:84.46,,2,,
ICD9CM:84.47,,2,,
ICD9CM:84.48,,2,,
ICD9CM:84.5,,1,,
ICD9CM:84.51,,2,,
ICD9CM:84.52,,2,,
ICD9CM:84.53,,2,,
ICD9CM:84.54,,2,,
ICD9CM:84.55,,2,,
ICD9CM:84.56,,2,,
ICD9CM:84.57,,2,,
ICD9CM:84.59,,2,,
ICD9CM:84.6,,1,,
ICD9CM:84.60,,2,,
ICD9CM:84.61,,2,,
ICD9CM:84.62,,2,,
ICD9CM:84.63,,2,,
ICD9CM:84.64,,2,,
ICD9CM:84.65,,2,,
ICD9CM:84.66,,2,,
ICD9CM:84.67,,2,,
ICD9CM:84.68,,2,,
ICD9CM:84.69,,2,,
ICD9CM:84.7,,1,,
ICD9CM:84.71,,2,,
ICD9CM:84.72,,2,,
ICD9CM:84.73,,2,,
ICD9CM:84.8,,1,,
ICD9CM:84.80,,2,,
ICD9CM:84.81,,2,,
ICD9CM:84.82,,2,,
ICD9CM:84.83,,2,,
ICD9CM:84.84,,2,,
ICD9CM:84.85,,2,,
ICD9CM:84.9,,1,,
ICD9CM:84.91,,2,,
ICD9CM:84.92,,2,,
ICD9CM:84.93,,2,,
ICD9CM:84.94,,2,,
ICD9CM:84.99,,2,,
ICD9CM:85,no fractional part,,,
ICD9CM:85.0,,1,,
ICD9CM:85.1,,1,,
ICD9CM:85.11,,2,,
ICD9CM:85.12,,2,,
ICD9CM:85.19,,2,,
ICD9CM:85.2,,1,,
ICD9CM:85.20,,2,,
ICD9CM:85.21,,2,,
ICD9CM:85.22,,2,,
ICD9CM:85.23,,2,,
ICD9CM:85.24,,2,,
ICD9CM:85.25,,2,,
ICD9CM:85.3,,1,,
ICD9CM:85.31,,2,,
ICD9CM:85.32,,2,,
ICD9CM:85.33,,2,,
ICD9CM:85.34,,2,,
ICD9CM:85.35,,2,,
ICD9CM:85.36,,2,,
ICD9CM:85.4,,1,,
ICD9CM:85.41,,2,,
ICD9CM:85.42,,2,,
ICD9CM:85.43,,2,,
ICD9CM:85.44,,2,,
ICD9CM:85.45,,2,,
ICD9CM:85.46,,2,,
ICD9CM:85.47,,2,,
ICD9CM:85.48,,2,,
ICD9CM:85.5,,1,,
ICD9CM:85.50,,2,,
ICD9CM:85.51,,2,,
ICD9CM:85.52,,2,,
ICD9CM:85.53,,2,,
ICD9CM:85.54,,2,,
ICD9CM:85.55,,2,,
ICD9CM:85.6,,1,,
ICD9CM:85.7,,1,,
ICD9CM:85.70,,2,,
ICD9CM:85.71,,2,,
ICD9CM:85.72,,2,,
ICD9CM:85.73,,2,,
ICD9CM:85.74,,2,,
ICD9CM:85.75,,2,,
ICD9CM:85.76,,2,,
ICD9CM:85.79,,2,,
ICD9CM:85.8,,1,,
ICD9CM:85.81,,2,,
ICD9CM:85.82,,2,,
ICD9CM:85.83,,2,,
ICD9CM:85.84,,2,,
ICD9CM:85.85,,2,,
ICD9CM:85.86,,2,,
ICD9CM:85.87,,2,,
ICD9CM:85.89,,2,,
ICD9CM:85.9,,1,,
ICD9CM:85.91,,2,,
ICD9CM:85.92,,2,,
ICD9CM:85.93,,2,,
ICD9CM:85.94,,2,,
ICD9CM:85.95,,2,,
ICD9CM:85.96,,2,,
ICD9CM:85.99,,2,,
ICD9CM:850-854.99,range,,,
ICD9CM:852,no fractional part,,,
ICD9CM:852.0,,1,,
ICD9CM:852.2,,1,,
ICD9CM:852.3,,1,,
ICD9CM:852.4,,1,,
ICD9CM:852.43,,2,,
ICD9CM:852.44,,2,,
ICD9CM:852.49,,2,,
ICD9CM:853,no fractional part,,,
ICD9CM:853.0,,1,,
ICD9CM:853.1,,1,,
ICD9CM:853.12,,2,,
ICD9CM:853.13,,2,,
ICD9CM:853.14,,2,,
ICD9CM:853.16,,2,,
ICD9CM:853.19,,2,,
ICD9CM:854,no fractional part,,,
ICD9CM:854.0,,1,,
ICD9CM:854.1,,1,,
ICD9CM:854.12,,2,,
ICD9CM:854.14,,2,,
ICD9CM:854.15,,2,,
ICD9CM:85-86.99,range,,,
ICD9CM:86,no fractional part,,,
ICD9CM:86.0,,1,,
ICD9CM:86.01,,2,,
ICD9CM:86.02,,2,,
ICD9CM:86.03,,2,,
ICD9CM:86.04,,2,,
ICD9CM:86.05,,2,,
ICD9CM:86.06,,2,,
ICD9CM:86.07,,2,,
ICD9CM:86.09,,2,,
ICD9CM:86.1,,1,,
ICD9CM:86.11,,2,,
ICD9CM:86.19,,2,,
ICD9CM:86.2,,1,,
ICD9CM:86.21,,2,,
ICD9CM:86.22,,2,,
ICD9CM:86.23,,2,,
ICD9CM:86.24,,2,,
ICD9CM:86.25,,2,,
ICD9CM:86.26,,2,,
ICD9CM:86.27,,2,,
ICD9CM:86.28,,2,,
ICD9CM:86.3,,1,,
ICD9CM:86.4,,1,,
ICD9CM:86.5,,1,,
ICD9CM:86.51,,2,,
ICD9CM:86.59,,2,,
ICD9CM:86.6,,1,,
ICD9CM:86.60,,2,,
ICD9CM:86.61,,2,,
ICD9CM:86.62,,2,,
ICD9CM:86.63,,2,,
ICD9CM:86.64,,2,,
ICD9CM:86.65,,2,,
ICD9CM:86.66,,2,,
ICD9CM:86.67,,2,,
ICD9CM:86.69,,2,,
ICD9CM:86.7,,1,,
ICD9CM:86.70,,2,,
ICD9CM:86.71,,2,,
ICD9CM:86.72,,2,,
ICD9CM:86.73,,2,,
ICD9CM:86.74,,2,,
ICD9CM:86.75,,2,,
ICD9CM:86.8,,1,,
ICD9CM:86.81,,2,,
ICD9CM:86.82,,2,,
ICD9CM:86.83,,2,,
ICD9CM:86.84,,2,,
ICD9CM:86.85,,2,,
ICD9CM:86.86,,2,,
ICD9CM:86.87,,2,,
ICD9CM:86.89,,2,,
ICD9CM:86.9,,1,,
ICD9CM:86.90,,2,,
ICD9CM:86.91,,2,,
ICD9CM:86.92,,2,,
ICD9CM:86.93,,2,,
ICD9CM:86.94,,2,,
ICD9CM:86.95,,2,,
ICD9CM:86.96,,2,,
ICD9CM:86.97,,2,,
ICD9CM:86.98,,2,,
ICD9CM:86.99,,2,,
ICD9CM:87,no fractional part,,,
ICD9CM:87.0,,1,,
ICD9CM:87.01,,2,,
ICD9CM:87.02,,2,,
ICD9CM:87.03,,2,,
ICD9CM:87.04,,2,,
ICD9CM:87.05,,2,,
ICD9CM:87.06,,2,,
ICD9CM:87.07,,2,,
ICD9CM:87.08,,2,,
ICD9CM:87.09,,2,,
ICD9CM:87.1,,1,,
ICD9CM:87.11,,2,,
ICD9CM:87.12,,2,,
ICD9CM:87.13,,2,,
ICD9CM:87.14,,2,,
ICD9CM:87.15,,2,,
ICD9CM:87.16,,2,,
ICD9CM:87.17,,2,,
ICD9CM:87.2,,1,,
ICD9CM:87.21,,2,,
ICD9CM:87.22,,2,,
ICD9CM:87.23,,2,,
ICD9CM:87.24,,2,,
ICD9CM:87.29,,2,,
ICD9CM:87.3,,1,,
ICD9CM:87.31,,2,,
ICD9CM:87.32,,2,,
ICD9CM:87.33,,2,,
ICD9CM:87.34,,2,,
ICD9CM:87.35,,2,,
ICD9CM:87.36,,2,,
ICD9CM:87.37,,2,,
ICD9CM:87.38,,2,,
ICD9CM:87.39,,2,,
ICD9CM:87.4,,1,,
ICD9CM:87.41,,2,,
ICD9CM:87.42,,2,,
ICD9CM:87.43,,2,,
ICD9CM:87.44,,2,,
ICD9CM:87.49,,2,,
ICD9CM:87.5,,1,,
ICD9CM:87.51,,2,,
ICD9CM:87.52,,2,,
ICD9CM:87.53,,2,,
ICD9CM:87.54,,2,,
ICD9CM:87.59,,2,,
ICD9CM:87.6,,1,,
ICD9CM:87.61,,2,,
ICD9CM:87.62,,2,,
ICD9CM:87.63,,2,,
ICD9CM:87.64,,2,,
ICD9CM:87.65,,2,,
ICD9CM:87.66,,2,,
ICD9CM:87.69,,2,,
ICD9CM:87.7,,1,,
ICD9CM:87.71,,2,,
ICD9CM:87.72,,2,,
ICD9CM:87.73,,2,,
ICD9CM:87.74,,2,,
ICD9CM:87.75,,2,,
ICD9CM:87.76,,2,,
ICD9CM:87.77,,2,,
ICD9CM:87.78,,2,,
ICD9CM:87.79,,2,,
ICD9CM:87.8,,1,,
ICD9CM:87.81,,2,,
ICD9CM:87.82,,2,,
ICD9CM:87.83,,2,,
ICD9CM:87.84,,2,,
ICD9CM:87.85,,2,,
ICD9CM:87.89,,2,,
ICD9CM:87.9,,1,,
ICD9CM:87.91,,2,,
ICD9CM:87.92,,2,,
ICD9CM:87.93,,2,,
ICD9CM:87.94,,2,,
ICD9CM:87.95,,2,,
ICD9CM:87.99,,2,,
ICD9CM:87-99.99,range,,,
ICD9CM:88,no fractional part,,,
ICD9CM:88.0,,1,,
ICD9CM:88.01,,2,,
ICD9CM:88.02,,2,,
ICD9CM:88.03,,2,,
ICD9CM:88.04,,2,,
ICD9CM:88.09,,2,,
ICD9CM:88.1,,1,,
ICD9CM:88.11,,2,,
ICD9CM:88.12,,2,,
ICD9CM:88.13,,2,,
ICD9CM:88.14,,2,,
ICD9CM:88.15,,2,,
ICD9CM:88.16,,2,,
ICD9CM:88.19,,2,,
ICD9CM:88.2,,1,,
ICD9CM:88.21,,2,,
ICD9CM:88.22,,2,,
ICD9CM:88.23,,2,,
ICD9CM:88.24,,2,,
ICD9CM:88.25,,2,,
ICD9CM:88.26,,2,,
ICD9CM:88.27,,2,,
ICD9CM:88.28,,2,,
ICD9CM:88.29,,2,,
ICD9CM:88.3,,1,,
ICD9CM:88.31,,2,,
ICD9CM:88.32,,2,,
ICD9CM:88.33,,2,,
ICD9CM:88.34,,2,,
ICD9CM:88.35,,2,,
ICD9CM:88.36,,2,,
ICD9CM:88.37,,2,,
ICD9CM:88.38,,2,,
ICD9CM:88.39,,2,,
ICD9CM:88.4,,1,,
ICD9CM:88.40,,2,,
ICD9CM:88.41,,2,,
ICD9CM:88.42,,2,,
ICD9CM:88.43,,2,,
ICD9CM:88.44,,2,,
ICD9CM:88.45,,2,,
ICD9CM:88.46,,2,,
ICD9CM:88.47,,2,,
ICD9CM:88.48,,2,,
ICD9CM:88.49,,2,,
ICD9CM:88.5,,1,,
ICD9CM:88.50,,2,,
ICD9CM:88.51,,2,,
ICD9CM:88.52,,2,,
ICD9CM:88.53,,2,,
ICD9CM:88.54,,2,,
ICD9CM:88.55,,2,,
ICD9CM:88.56,,2,,
ICD9CM:88.57,,2,,
ICD9CM:88.58,,2,,
ICD9CM:88.59,,2,,
ICD9CM:88.6,,1,,
ICD9CM:88.60,,2,,
ICD9CM:88.61,,2,,
ICD9CM:88.62,,2,,
ICD9CM:88.63,,2,,
ICD9CM:88.64,,2,,
ICD9CM:88.65,,2,,
ICD9CM:88.66,,2,,
ICD9CM:88.67,,2,,
ICD9CM:88.68,,2,,
ICD9CM:88.7,,1,,
ICD9CM:88.71,,2,,
ICD9CM:88.72,,2,,
ICD9CM:88.73,,2,,
ICD9CM:88.74,,2,,
ICD9CM:88.75,,2,,
ICD9CM:88.76,,2,,
ICD9CM:88.77,,2,,
ICD9CM:88.78,,2,,
ICD9CM:88.79,,2,,
ICD9CM:88.8,,1,,
ICD9CM:88.81,,2,,
ICD9CM:88.82,,2,,
ICD9CM:88.83,,2,,
ICD9CM:88.84,,2,,
ICD9CM:88.85,,2,,
ICD9CM:88.86,,2,,
ICD9CM:88.89,,2,,
ICD9CM:88.9,,1,,
ICD9CM:88.90,,2,,
ICD9CM:88.91,,2,,
ICD9CM:88.92,,2,,
ICD9CM:88.93,,2,,
ICD9CM:88.94,,2,,
ICD9CM:88.95,,2,,
ICD9CM:88.96,,2,,
ICD9CM:88.97,,2,,
ICD9CM:88.98,,2,,
ICD9CM:89,no fractional part,,,
ICD9CM:89.0,,1,,
ICD9CM:89.01,,2,,
ICD9CM:89.02,,2,,
ICD9CM:89.03,,2,,
ICD9CM:89.04,,2,,
ICD9CM:89.05,,2,,
ICD9CM:89.06,,2,,
ICD9CM:89.07,,2,,
ICD9CM:89.08,,2,,
ICD9CM:89.09,,2,,
ICD9CM:89.1,,1,,
ICD9CM:89.10,,2,,
ICD9CM:89.11,,2,,
ICD9CM:89.12,,2,,
ICD9CM:89.13,,2,,
ICD9CM:89.14,,2,,
ICD9CM:89.15,,2,,
ICD9CM:89.16,,2,,
ICD9CM:89.17,,2,,
ICD9CM:89.18,,2,,
ICD9CM:89.19,,2,,
ICD9CM:89.2,,1,,
ICD9CM:89.21,,2,,
ICD9CM:89.22,,2,,
ICD9CM:89.23,,2,,
ICD9CM:89.24,,2,,
ICD9CM:89.25,,2,,
ICD9CM:89.26,,2,,
ICD9CM:89.29,,2,,
ICD9CM:89.3,,1,,
ICD9CM:89.31,,2,,
ICD9CM:89.32,,2,,
ICD9CM:89.33,,2,,
ICD9CM:89.34,,2,,
ICD9CM:89.35,,2,,
ICD9CM:89.36,,2,,
ICD9CM:89.37,,2,,
ICD9CM:89.38,,2,,
ICD9CM:89.39,,2,,
ICD9CM:89.4,,1,,
ICD9CM:89.41,,2,,
ICD9CM:89.42,,2,,
ICD9CM:89.43,,2,,
ICD9CM:89.44,,2,,
ICD9CM:89.45,,2,,
ICD9CM:89.46,,2,,
ICD9CM:89.47,,2,,
ICD9CM:89.48,,2,,
ICD9CM:89.49,,2,,
ICD9CM:89.5,,1,,
ICD9CM:89.50,,2,,
ICD9CM:89.51,,2,,
ICD9CM:89.52,,2,,
ICD9CM:89.53,,2,,
ICD9CM:89.54,,2,,
